college_code	course_college_code	course_dept	course_no	course_title	credit_hours	description	source_course_key	source_files
COHS	COHS	PUBH	410	Chronic Disease Epidemiology	3	The course helps students to understand epidemiological patterns, etiology, and risk factors of chronic diseases as they occur in populations, rather than in individual patients. Students will also be introduced to contemporary data about the burden of chronic noncommunicable diseases in Liberia and West Africa. Familiarity with epidemiological terminology and biostatistics is required.	PUBH410	chs_curriculum_2024.org
COHS	COHS	PUBH	411	Research Survey Methods in Public Health	3	This course provides advanced level to the design, analysis, and interpretation of sample surveys. Types of sampling covered include simple random sampling, stratified random sampling, systematic sampling, cluster sampling, and multi-stage sampling. Methods of estimation are described to estimate means, totals, ratios, and proportions. Development of sampling designs combining a variety of types of sampling and methods of estimation, and a detailed description of sample size determinations to achieve goals of desired precision at least cost will be covered.	PUBH411	chs_curriculum_2024.org
COHS	COHS	PUBH	412	Statistical Computing in Public Health	3	This course covers essential computer-based techniques for a public health researcher, including data entry, editing, management, sub-sample selection, data encryption, and an introduction to Epi info, SPSS, and/or SAS will be covered.	PUBH412	chs_curriculum_2024.org
COHS	COHS	PUBH	413	Water Pollution Control and Treatment	3	This course studies the treatment technologies for water and wastewater. Emphasis is given to treatment technologies appropriate for developing countries.	PUBH413	chs_curriculum_2024.org
COHS	COHS	PUBH	414	Environmental Policy	3	This course provides a review and analysis of the Liberia Environmental Protection Agency and Liberian laws and regulations about the pollution, regulation, and protection of the air, water, and environmental issues in general.	PUBH414	chs_curriculum_2024.org
COHS	COHS	PUBH	415	Analysis of Environmental Data	3	This course considers the relationship between environmental factors and the occurrences of disease in human populations and provides an overview of the collection, monitoring, and interpretation of such environmental data.	PUBH415	chs_curriculum_2024.org
COHS	COHS	PUBH	416	Data Collection, Analysis, and Oral Defense	3	This course introduces the students who have done Research Methodology and Proposal Development to the basic steps in collecting, analyzing, and interpreting data. During this course, with the help of the assigned research supervisor, students can structure questionnaires and/or other instruments used in the collection, analysis, and interpretation of data. The application of ethical consideration in the collection, analysis, and interpretation of data involving animals and human subjects is maintained. Finally, an oral defense is made in front of fellow specialists and academicians thus completing the research work.	PUBH416	chs_curriculum_2024.org
COHS	COHS	PUBH	417	Reproductive Health	3	This course is an introduction to reproductive/prenatal epidemiology and its application in maternal and child health. It examines prenatal and family planning issues and emphasizes factors that affect reproductive, pregnancy, and infant health outcomes on a national and global level.	PUBH417	chs_curriculum_2024.org
COHS	COHS	PUBH	418	Public Health Capstone and Internship Registration Only	4		PUBH418	
COHS	COHS	PUBH	419	Research Proposal Development	3	This course is the second part of a 2-part research course. It involves the development of a full research proposal containing an introduction to the study, a review of relevant literature, methodology, and oral defense. Ethical issues in general research are also covered in this course.	PUBH419	chs_curriculum_2024.org
COHS	COHS	PUBH	421	Integrated Disease Surveillance and Response (IDSR)	3	The course emphasizes the concepts of disease surveillance and integrated disease surveillance and response (IDSR), the objectives of IDSR, and how International Health Regulations (IHR) can be achieved through IDSR. It describes how counties can use the approach to strengthen surveillance and response with support from the Liberian Ministry of Health (MOH). It provides explanations of the specific objectives of IDSR in the Liberian context as well as the core functions of integrated disease surveillance and response (IDSR) with a key focus on the functions of surveillance at all levels (community, health facility, district, county and national). It demonstrates how IDSR promotes rational use of resources by integrating and streamlining common surveillance activities such as detection, reporting, analysis, and taking appropriate actions. Detailed information is given on the priority diseases, conditions, and events currently under surveillance in the African Region. The role of the laboratory in confirming the existence of specific diseases is highlighted in line with case definitions.	PUBH421	chs_curriculum_2024.org
COHS	COHS	PUBH	423	International Health Regulations (IHR)	2	The course addresses today's global health security concerns and is a critical part of protecting global health. It emphasizes the need for all countries to have the ability to detect, assess, report, and respond to public health events. Key aspects of the course include knowledge of Epidemiology, surveillance, informatics, laboratory systems, and other essential disciplines.	PUBH423	chs_curriculum_2024.org
